Index,model,dataset,image,image_path,img_url,true_artist,true_genre,true_style,true_school,true_technique,true_technique_macro,true_historical_period,true_wol_linear_vs_painterly,true_wol_plane_vs_recession,true_wol_closed_vs_open_form,true_wol_multiplicity_vs_unity,true_wol_absolute_vs_relative_clarity,pred_artist_1,pred_artist_2,pred_artist_3,pred_genre,pred_style,pred_technique,pred_school,pred_historical_period,pred_wol_linear_vs_painterly,pred_wol_plane_vs_recession,pred_wol_closed_vs_open_form,pred_wol_multiplicity_vs_unity,pred_wol_absolute_vs_relative_clarity,pred_short_description
1564,gpt,waga,569,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3504_white-stone-sign-of-cintamani-or-horse-of-happiness-1933.jpg!Blog.jpg,,,,,,,,2.0,3.0,3.8,2.8,3.8,Nicholas Roerich,Georgia O'Keeffe,Marsden Hartley,landscape,Modernism,oil,american,1851-1900,2,4,3,4,3,"A stylized mountain landscape featuring a large rock with a petroglyph-like horse and symbolic motifs. The background shows layered mountain peaks in muted blues and purples, with earthy tones in the foreground rocks and ground."
1565,gpt,waga,570,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3528_merry-company-on-a-terrace-1675.jpg!Blog.jpg,,,,,,,,3.0,3.8,3.6,5.0,4.6,Jan Steen,David Teniers the Younger,Adriaen van Ostade,genre,Baroque,oil,dutch,1601-1650,2,4,4,2,3,"A lively indoor scene depicting a group of people engaged in various activities, including music playing, conversation, and interaction with dogs. The setting is richly detailed with architectural elements and foliage, capturing a moment of social festivity and everyday life."
1566,gpt,waga,571,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3538_portrait-of-geertruy-gael-second-wife-of-gerrit-gerritsz-schouten-1665.jpg!Blog.jpg,,,,,,,,4.2,3.6,2.8,2.6,1.8,Rembrandt van Rijn,Gerard ter Borch,Pieter de Hooch,portrait,Baroque,oil,dutch,1601-1650,3,4,2,3,2,"A seated woman dressed in a richly textured green and gold robe over a pink dress, posed indoors beside a table with a red cloth and glassware, set against a dark background."
1567,gpt,waga,572,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3542_prince-s-day-1660.jpg!Blog.jpg,,,,,,,,4.0,3.0,4.2,4.0,4.8,Adriaen van Ostade,Jan Steen,David Teniers the Younger,genre,Baroque,oil,dutch,1601-1650,2,4,4,2,3,"A lively interior scene depicting a group of people engaged in various activities around a large table, with some seated and others standing, in a rustic room with wooden beams and a fireplace."
1568,gpt,waga,573,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3547_revelry-at-an-inn-1674.jpg!Blog.jpg,,,,,,,,3.2,2.8,3.8,4.2,4.4,Pieter Bruegel the Elder,David Teniers the Younger,Adriaen van Ostade,genre,Baroque,oil,flemish,1601-1650,2,4,4,2,2,"A lively interior scene depicting numerous figures engaged in various activities within a large hall, featuring detailed architectural elements, a balcony, and a warm, earthy color palette typical of 17th-century Flemish genre painting."
1569,gpt,waga,574,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3554_creation-of-the-world-vi-1906.jpg!Blog.jpg,,,,,,,,3.6,2.2,4.4,4.4,5.0,Georgia O'Keeffe,Arthur Dove,Marsden Hartley,landscape,Modernism,oil,american,1851-1900,4,3,4,4,4,"An abstracted landscape featuring vertical, column-like forms rising from a watery surface, rendered in soft, muted tones of blue, purple, and white, with a blurred, painterly effect suggesting reflections and atmospheric depth."
1570,gpt,waga,575,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3567_tric-trac-players-1667.jpg!Blog.jpg,,,,,,,,4.2,1.6,3.0,4.0,4.0,Jan Steen,Gerard ter Borch,Pieter de Hooch,genre,Baroque,oil,dutch,1651-1700,2,4,3,3,2,"An interior scene depicting several figures engaged in social interaction around a table, with detailed domestic objects and a small dog in the foreground, characteristic of Dutch Golden Age genre painting."
1571,gpt,waga,576,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/357_philippe-de-valois-appointed-regent-1460.jpg!Blog.jpg,,,,,,,,4.2,1.2,1.0,2.0,4.8,Limbourg Brothers,Jean Fouquet,Master of the Très Riches Heures,historical,Medieval,tempera,french,1401-1450,1,2,1,2,1,"A medieval scene depicting a group of figures in richly colored robes gathered under a Gothic architectural structure with pointed arches and fleur-de-lis patterned blue background, suggesting a courtly or ceremonial event."
1572,gpt,waga,577,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3586_christmas-tree-bargain-1918.jpg!Blog.jpg,,,,,,,,4.6,2.0,5.0,4.2,4.0,Boris Kustodiev,Isaac Levitan,Konstantin Korovin,genre,Naturalism / Luminism / Tonalism,oil,russian,1851-1900,4,4,4,3,4,"A snowy winter scene depicting a lively crowd in traditional Russian attire, with snow-covered trees and a church with golden domes in the background. People are engaged in various activities, including carrying a Christmas tree and riding horse-drawn sleighs, under a bright, diffused light."
1573,gpt,waga,578,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/358_satyrs-1892.jpg!Blog.jpg,,,,,,,,4.0,2.0,2.2,4.0,2.2,Dante Gabriel Rossetti,Edward Burne-Jones,William Holman Hunt,mythological,Symbolism / Intimism,watercolour,english,1851-1900,2,3,2,4,2,"A standing female figure with long flowing hair and a halo-like crown holds a large ornate harp. She is dressed in a flowing robe with intricate patterns, set against a naturalistic background with trees and a small figure in the lower right corner."
1574,gpt,waga,579,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3591_crossing-a-creek-1669.jpg!Blog.jpg,,,,,,,,3.0,2.8,4.4,3.8,5.0,Jean-Baptiste-Camille Corot,John Constable,Camille Pissarro,landscape,Naturalism / Luminism / Tonalism,oil,french,1801-1850,4,4,4,3,4,"A rural scene depicting a horse-drawn cart carrying people and goods along a wooded path, with a woman carrying a basket on her head walking beside a river under a cloudy sky with a faint rainbow."
1575,gpt,waga,580,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3605_bentheim-castle-1653.jpg!Blog.jpg,,,,,,,,2.8,3.0,4.2,4.6,4.2,Jacob van Ruisdael,Meindert Hobbema,Jan van Goyen,landscape,Naturalism / Luminism / Tonalism,oil,dutch,1601-1650,2,4,4,3,2,"A detailed landscape painting depicting a large castle atop a densely wooded hill under a cloudy sky, with a small windmill visible in the distance and a foreground of trees and bushes."
1576,gpt,waga,581,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3610_landscape-with-a-wheatfield-1660.jpg!Blog.jpg,,,,,,,,3.6,3.2,3.6,4.2,4.2,John Constable,Thomas Gainsborough,Jean-Baptiste-Camille Corot,landscape,Naturalism / Luminism / Tonalism,oil,english,1801-1850,4,4,5,5,4,"A serene rural landscape featuring a wide sky filled with soft clouds above gently rolling fields. Small groups of figures are scattered across the fields, with trees lining the horizon. The painting emphasizes natural light and atmospheric effects."
1577,gpt,waga,582,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/361_coronation-of-the-virgin-1447.jpg!Blog.jpg,,,,,,,,3.2,2.6,2.2,3.0,4.8,Fra Filippo Lippi,Sandro Botticelli,Piero della Francesca,religious,Renaissance,tempera,italian,1401-1450,1,4,2,3,2,"A religious scene depicting the coronation of the Virgin Mary, surrounded by numerous saints and angels in a symmetrical architectural setting, rendered with clear linear perspective and detailed figures."
1578,gpt,waga,583,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3625_the-road-1958.jpg!Blog.jpg,,,,,,,,3.0,2.2,2.4,4.2,4.4,Paul Klee,Wassily Kandinsky,Franz Marc,landscape,Expressionism,watercolour,german,1851-1900,3,4,4,3,3,"A watercolor landscape depicting a rural road flanked by leafless trees and houses with pitched roofs under a cloudy sky, rendered in a loose, expressive style with muted colors."
1579,gpt,waga,584,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3632_the-grand-dock-at-le-havre-1872.jpg!Blog.jpg,,,,,,,,4.6,3.6,4.2,5.0,5.0,Claude Monet,Camille Pissarro,Alfred Sisley,landscape,Impressionism,oil,french,1851-1900,5,4,4,3,4,"A bustling harbor scene with multiple ships docked, masts and flags visible, and figures moving about. The painting uses loose, textured brushstrokes and a light, airy palette to capture the atmosphere and activity of the waterfront."
1580,gpt,waga,585,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/363_st-filippo-neri-in-ecstasy-1614.jpg!Blog.jpg,,,,,,,,4.0,3.8,3.8,2.8,2.2,Peter Paul Rubens,Anthony van Dyck,Bartolomé Esteban Murillo,religious,Baroque,oil,flemish,1601-1650,4,4,3,4,3,"A religious scene depicting a kneeling elderly man in richly decorated red vestments with arms outstretched, looking upwards. To the left, the Virgin Mary holds the infant Jesus, surrounded by cherubic heads emerging from the shadows. The background is dark and atmospheric, emphasizing the figures with dramatic lighting."
1581,gpt,waga,586,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3641_view-of-the-coast-near-st-petersburg-1835.jpg!Blog.jpg,,,,,,,,3.8,3.0,3.0,2.6,4.2,Caspar David Friedrich,J.M.W. Turner,John Constable,landscape,Romanticism,oil,german,1801-1850,4,4,4,5,4,"A solitary figure stands beside a small boat on a shore under a vast, cloudy sky. The muted color palette and soft light create a contemplative, melancholic atmosphere typical of early 19th-century Romantic landscape painting."
1582,gpt,waga,587,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3646_view-of-tiflis-1869.jpg!Blog.jpg,,,,,,,,3.8,3.6,4.0,4.0,4.2,Carl Blechen,Joseph Mallord William Turner,Caspar David Friedrich,landscape,Naturalism / Luminism / Tonalism,oil,german,1801-1850,2,4,4,3,3,"A detailed landscape painting showing a cityscape with hills and water in the background, two tall trees in the center, and several figures and horses in the foreground, rendered with soft light and atmospheric perspective."
1583,gpt,waga,588,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/364_second-stage-of-cruelty-1751.jpg!Blog.jpg,,,,,,,,2.8,2.6,2.8,4.2,5.0,William Hogarth,James Gillray,Thomas Rowlandson,genre,Academic / Traditional,drawing,english,1751-1800,1,3,2,1,1,"A detailed black and white engraving depicting a chaotic street scene with various figures, animals, and carriages. The composition is linear and clear, showing a narrative moment with multiple characters engaged in different actions, typical of satirical social commentary."
1584,gpt,waga,589,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/365_st-francis-in-prayer-with-two-angels-1631.jpg!Blog.jpg,,,,,,,,3.6,3.8,4.2,2.8,4.2,Bartolomé Esteban Murillo,Francisco de Zurbarán,José de Ribera,religious,Baroque,oil,spanish,1601-1650,2,4,3,4,3,"A religious Baroque painting depicting a kneeling monk in a brown robe praying towards two cherubs or angels hovering above. The setting is a dimly lit cave or grotto with symbolic objects like a skull, cross, and books, emphasizing themes of piety and mortality."
1585,gpt,waga,590,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3665_vegetable-market-in-amsterdam-1662.jpg!Blog.jpg,,,,,,,,4.4,2.4,3.6,4.6,5.0,Pieter de Hooch,Jan Steen,Gabriel Metsu,genre,Baroque,oil,dutch,1651-1700,2,4,4,3,2,"A detailed outdoor scene depicting a group of people engaged in daily activities near a tree and buildings, with animals and baskets of goods, rendered with warm light and careful attention to domestic life."
1586,gpt,waga,591,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/366_disputation-in-the-synagogue-1465.jpg!Blog.jpg,,,,,,,,3.2,1.4,4.0,3.0,4.8,Piero della Francesca,Fra Angelico,Masaccio,religious,Renaissance,fresco,italian,1401-1450,1,4,2,3,2,"A detailed fresco depicting a religious scene with multiple figures arranged in architectural and naturalistic settings, showing a narrative moment with a strong use of perspective and clear linear forms."
1587,gpt,waga,592,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3678_a-musical-party-1677.jpg!Blog.jpg,,,,,,,,3.0,1.6,3.6,2.6,4.4,Johannes Vermeer,Pieter de Hooch,Gerard ter Borch,genre,Baroque,oil,dutch,1601-1650,2,4,4,3,2,"An interior scene showing three figures engaged in a musical or social activity near a table, with a fourth figure visible through an arched doorway leading to an outdoor courtyard with buildings and a canal."
1588,gpt,waga,593,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/367_disputation-in-the-synagogue-detail-1465.jpg!Blog.jpg,,,,,,,,3.6,2.4,2.4,2.4,4.2,Fra Angelico,Benozzo Gozzoli,Piero della Francesca,religious,Renaissance,fresco,italian,1401-1450,1,4,2,3,2,"A religious scene depicting a bishop or saint blessing a kneeling figure dressed in red, surrounded by attendants in robes, set against an architectural and rocky landscape background."
1589,gpt,waga,594,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3684_a-woman-with-a-baby-in-her-lap-and-a-small-child-1658.jpg!Blog.jpg,,,,,,,,3.0,3.0,2.8,3.6,3.0,Pieter de Hooch,Johannes Vermeer,Gerard ter Borch,genre,Baroque,oil,dutch,1651-1700,2,4,3,3,2,"An interior scene depicting a woman seated on a chair gesturing towards a child standing nearby. The room features a checkered floor, a window with leaded glass, and a partially open door leading to another space. The lighting highlights the figures and the textures of their clothing and the room."
1590,gpt,waga,595,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3698_essentuki-1948.jpg!Blog.jpg,,,,,,,,4.6,3.2,4.2,4.2,5.0,Paul Cézanne,Camille Pissarro,Alfred Sisley,landscape,Impressionism,watercolour,french,1851-1900,4,4,4,3,4,"A watercolor landscape depicting a tree-lined path with several figures walking and sitting on benches. The scene is bathed in natural light with vibrant greens and yellows, capturing a serene park atmosphere under a blue sky."
1591,gpt,waga,596,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/370_st-catherine-1615.jpg,,,,,,,,3.2,2.4,2.6,1.4,1.6,Guido Reni,Guercino,Domenichino,religious,Baroque,oil,italian,1601-1650,1,4,2,4,2,"A finely detailed Baroque oil painting of a crowned female saint or allegorical figure, gazing upwards with a serene expression. She is draped in richly colored robes with intricate folds, set against a dark background that emphasizes her illuminated face and hands."
1592,gpt,waga,597,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/371_female-figure-1430.jpg!Blog.jpg,,,,,,,,4.0,2.0,2.2,2.4,1.4,Michelangelo Buonarroti,Leonardo da Vinci,Raphael,other,Renaissance,drawing,italian,1451-1500,1,3,2,2,1,"A detailed monochrome drawing of a standing female figure draped in flowing garments, rendered with precise linear contours and subtle shading, suggesting a study of human anatomy and drapery."
1593,gpt,waga,598,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3720_woman-drinking-with-soldiers-1658.jpg!Blog.jpg,,,,,,,,3.6,3.0,3.4,2.4,4.2,Pieter de Hooch,Jan Vermeer,Gerard ter Borch,genre,Realism,oil,dutch,1651-1700,2,4,3,3,2,"An interior scene depicting four figures engaged in a social interaction. A woman in a red skirt sits on the floor holding a jug, a man stands behind her, a seated man in a hat gestures with his hand, and a woman in white stands near the door. The room is sparsely furnished with a table, chairs, and a small dog lying on the floor."
1594,gpt,waga,599,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3727_abisag-1650.jpg!Blog.jpg,,,,,,,,4.0,2.0,2.0,2.2,1.2,Bartolomé Esteban Murillo,Diego Velázquez,Francisco de Zurbarán,religious,Baroque,oil,spanish,1601-1650,4,4,3,4,3,"A full-length portrait of a saintly figure dressed in elaborate, colorful robes with a serene expression, standing against a muted background. The figure holds a black cloth and gestures with one hand, with a cherub and a tablet with inscriptions at the lower left."
1595,gpt,waga,600,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/372_figure-study-1465.jpg!Blog.jpg,,,,,,,,3.4,2.0,2.4,2.4,1.6,Michelangelo Buonarroti,Leonardo da Vinci,Raphael,other,Renaissance,drawing,italian,1451-1500,1,3,2,2,1,"A detailed black and white drawing of a standing male figure draped in classical robes, holding a staff in one hand and resting the other on his hip. The figure is rendered with strong linear contours and shading to suggest volume and form."
1596,gpt,waga,601,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/373_the-arrest-for-theft-1735.jpg!Blog.jpg,,,,,,,,4.6,2.2,4.8,4.6,4.0,William Hogarth,Jean-Baptiste-Siméon Chardin,Thomas Gainsborough,genre,Academic / Traditional,oil,english,1751-1800,2,4,3,2,2,"A detailed street scene depicting several 18th-century figures engaged in various activities near a carriage, with a cityscape and castle in the background under a partly cloudy sky."
1597,gpt,waga,602,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/374_head-of-a-woman-1452.jpg!Blog.jpg,,,,,,,,3.0,1.8,2.2,3.0,1.2,Leonardo da Vinci,Filippo Lippi,Andrea del Verrocchio,portrait,Renaissance,drawing,italian,1451-1500,1,2,2,4,2,"A delicate, finely detailed drawing of a young woman in profile, wearing a headscarf. The work emphasizes linear precision and subtle shading to model the face, typical of early Renaissance portrait studies."
1598,gpt,waga,603,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3754_music-painting-and-decoration-of-a-piano-1920.jpg!Blog.jpg,,,,,,,,4.4,4.2,4.2,2.8,3.6,Unknown,Unknown,Unknown,religious,Asian Traditional,fresco,other,1001-1050,2,2,4,3,2,"A fragment of a fresco depicting stylized figures and natural elements such as trees and clouds, rendered in soft earthy tones with delicate outlines, suggesting a spiritual or religious scene typical of early Asian mural art."
